fanta_role,name,team_code,team_name,value,elo,starter_prob,exp_matches,exp_weighted_matches,base_voto,per_match_pts,etp,mod_proxy,etp_obj,etp_per_credit
gk,Selvik,NOR,Norway,1,1917,0.12,4.8,4.42,6.266,5.841,3.1,0.42,3.52,3.519
m,Rogers,ING,England,9,2020,0.1,5.84,5.03,6.483,7.01,3.52,0.0,3.52,0.391
st,Ayew J.,GHA,Ghana,2,1503,0.18,3.03,3.02,6.065,6.456,3.51,0.0,3.51,1.757
gk,Lammens,BEL,Belgium,1,1866,0.12,4.93,4.55,6.239,5.694,3.11,0.39,3.5,3.496
cb,Araújo,POR,Portugal,1,1984,0.1,5.4,4.81,6.454,6.331,3.04,0.44,3.48,3.479
cb,Veiga,POR,Portugal,1,1984,0.1,5.4,4.81,6.454,6.331,3.04,0.44,3.48,3.479
cb,Leo Pereira,BRA,Brazil,5,1988,0.1,5.35,4.76,6.457,6.358,3.02,0.43,3.46,0.692
m,Til,OLA,Netherlands,4,1961,0.1,5.37,4.78,6.435,7.249,3.46,0.0,3.46,0.866
cb,Alex Sandro,BRA,Brazil,2,1988,0.1,5.35,4.76,6.457,6.311,3.0,0.43,3.44,1.718
cb,Machado,COL,Colombia,1,1977,0.1,5.3,4.75,6.448,6.302,2.99,0.43,3.42,3.416
m,Fassnacht,SVI,Switzerland,1,1894,0.1,5.15,4.69,6.381,7.3,3.42,0.0,3.42,3.425
m,Danilo Dos Santos,BRA,Brazil,4,1988,0.1,5.35,4.76,6.457,7.164,3.41,0.0,3.41,0.852
st,Nazon,HAI,Haiti,1,1532,0.18,3.03,3.03,6.088,6.212,3.38,0.0,3.38,3.383
cb,Akaydin,TUR,Turkey,2,1906,0.1,5.12,4.65,6.391,6.455,3.0,0.36,3.37,1.683
cb,Brown N.,GER,Germany,3,1925,0.1,5.05,4.6,6.406,6.47,2.98,0.37,3.35,1.117
cb,Felix Torres,ECU,Ecuador,1,1935,0.1,5.12,4.65,6.414,6.373,2.96,0.38,3.35,3.346
cb,Porozo,ECU,Ecuador,1,1935,0.1,5.12,4.65,6.414,6.373,2.96,0.38,3.35,3.346
cb,Anton,GER,Germany,6,1925,0.1,5.05,4.6,6.406,6.417,2.95,0.37,3.33,0.554
cb,Widmer,SVI,Switzerland,2,1894,0.1,5.15,4.69,6.381,6.306,2.96,0.36,3.32,1.658
m,Guedes,POR,Portugal,3,1984,0.1,5.4,4.81,6.454,6.848,3.29,0.0,3.29,1.097
cb,Muldur,TUR,Turkey,3,1906,0.1,5.12,4.65,6.391,6.268,2.92,0.36,3.28,1.093
cb,Rodriguez,SVI,Switzerland,1,1894,0.1,5.15,4.69,6.381,6.235,2.93,0.36,3.28,3.282
st,Rayan,BRA,Brazil,2,1988,0.1,5.35,4.76,6.457,6.9,3.28,0.0,3.28,1.641
cb,Soyuncu,TUR,Turkey,3,1906,0.1,5.12,4.65,6.391,6.245,2.9,0.36,3.27,1.089
cb,Seys,BEL,Belgium,2,1866,0.1,4.93,4.55,6.358,6.475,2.94,0.33,3.27,1.634
m,Anderson,ING,England,8,2020,0.1,5.84,5.03,6.483,6.5,3.27,0.0,3.27,0.408
m,Fruk,CRO,Croatia,2,1930,0.1,4.84,4.46,6.41,7.329,3.27,0.0,3.27,1.634
m,Henderson J.,ING,England,5,2020,0.1,5.84,5.03,6.483,6.458,3.25,0.0,3.25,0.649
m,Summerville,OLA,Netherlands,9,1961,0.1,5.37,4.78,6.435,6.725,3.21,0.0,3.21,0.357
gk,Rochet,URU,Uruguay,4,1892,0.12,4.29,4.09,6.253,5.769,2.83,0.37,3.2,0.801
m,Ruben Neves,POR,Portugal,8,1984,0.1,5.4,4.81,6.454,6.659,3.2,0.0,3.2,0.4
gk,St. Clair,CAN,Canada,3,1793,0.12,4.67,4.38,6.199,5.482,2.88,0.31,3.19,1.065
gk,Diaw,SEN,Senegal,1,1866,0.12,4.39,4.13,6.239,5.694,2.82,0.36,3.18,3.178
cb,Langas,NOR,Norway,2,1917,0.1,4.8,4.42,6.399,6.411,2.83,0.35,3.18,1.592
cb,Ngoy,BEL,Belgium,1,1866,0.1,4.93,4.55,6.358,6.283,2.86,0.33,3.18,3.181
m,Uzun,TUR,Turkey,2,1906,0.1,5.12,4.65,6.391,6.838,3.18,0.0,3.18,1.59
cb,Meunier,BEL,Belgium,1,1866,0.1,4.93,4.55,6.358,6.26,2.85,0.33,3.17,3.171
cb,Falchener,NOR,Norway,2,1917,0.1,4.8,4.42,6.399,6.359,2.81,0.35,3.16,1.581
gk,Fernandez,PAR,Paraguay,1,1833,0.12,4.45,4.18,6.221,5.598,2.81,0.33,3.14,3.143
cb,Nagatomo,JAP,Japan,1,1906,0.1,4.86,4.47,6.391,6.245,2.79,0.35,3.14,3.138
m,Costa,POR,Portugal,1,1984,0.1,5.4,4.81,6.454,6.541,3.14,0.0,3.14,3.144
m,Lang N.,OLA,Netherlands,8,1961,0.1,5.37,4.78,6.435,6.515,3.11,0.0,3.11,0.389
m,De Roon,OLA,Netherlands,1,1961,0.1,5.37,4.78,6.435,6.462,3.09,0.0,3.09,3.087
m,Andre Gomez,COL,Colombia,2,1977,0.1,5.3,4.75,6.448,6.465,3.07,0.0,3.07,1.534
gk,El Kajoui,MAR,Morocco,1,1822,0.12,4.28,4.08,6.215,5.566,2.72,0.32,3.04,3.041
m,Valencia A.,ECU,Ecuador,1,1935,0.1,5.12,4.65,6.414,6.546,3.04,0.0,3.04,3.042
m,Goretzka,GER,Germany,8,1925,0.1,5.05,4.6,6.406,6.591,3.03,0.0,3.03,0.379
m,Vargas R.,SVI,Switzerland,3,1894,0.1,5.15,4.69,6.381,6.461,3.03,0.0,3.03,1.01
m,Manzambi,SVI,Switzerland,1,1894,0.1,5.15,4.69,6.381,6.469,3.03,0.0,3.03,3.035
m,Ouedraogo,GER,Germany,8,1925,0.1,5.05,4.6,6.406,6.538,3.01,0.0,3.01,0.376
m,Minda,ECU,Ecuador,2,1935,0.1,5.12,4.65,6.414,6.478,3.01,0.0,3.01,1.505
m,Maeda,JAP,Japan,4,1906,0.1,4.86,4.47,6.391,6.714,3.0,0.0,3.0,0.75
m,Aebischer,SVI,Switzerland,3,1894,0.1,5.15,4.69,6.381,6.327,2.97,0.0,2.97,0.989
m,Freuler,SVI,Switzerland,3,1894,0.1,5.15,4.69,6.381,6.327,2.97,0.0,2.97,0.989
m,Ayhan,TUR,Turkey,1,1906,0.1,5.12,4.65,6.391,6.366,2.96,0.0,2.96,2.961
cb,Bueno,URU,Uruguay,2,1892,0.1,4.29,4.09,6.379,6.443,2.63,0.31,2.94,1.472
m,Grob,GER,Germany,4,1925,0.1,5.05,4.6,6.406,6.381,2.94,0.0,2.94,0.734
m,Ozcan,TUR,Turkey,4,1906,0.1,5.12,4.65,6.391,6.313,2.94,0.0,2.94,0.734
m,Aydin,TUR,Turkey,1,1906,0.1,5.12,4.65,6.391,6.313,2.94,0.0,2.94,2.937
cb,Seck,SEN,Senegal,1,1866,0.1,4.39,4.13,6.358,6.37,2.63,0.3,2.93,2.927
m,Huerta,MEX,Mexico,2,1868,0.1,4.99,4.58,6.36,6.387,2.93,0.0,2.93,1.463
gk,Hosseini H.,IRN,Iran,1,1764,0.12,4.29,4.09,6.184,5.398,2.65,0.27,2.92,2.917
gk,Boom-Keun Song,KOR,South Korea,1,1756,0.12,4.3,4.1,6.18,5.375,2.64,0.26,2.91,2.909
cb,Maidana,PAR,Paraguay,1,1833,0.1,4.45,4.18,6.332,6.291,2.63,0.28,2.91,2.909
gk,Pentz,AUT,Austria,1,1830,0.12,3.98,3.85,6.219,5.589,2.58,0.3,2.88,2.883
m,Aasgaard,NOR,Norway,1,1917,0.1,4.8,4.42,6.399,6.511,2.88,0.0,2.88,2.876
m,Jakic,CRO,Croatia,2,1930,0.1,4.84,4.46,6.41,6.437,2.87,0.0,2.87,1.435
m,Moro N.,CRO,Croatia,2,1930,0.1,4.84,4.46,6.41,6.437,2.87,0.0,2.87,1.435
m,Witsel,BEL,Belgium,1,1866,0.1,4.93,4.55,6.358,6.304,2.87,0.0,2.87,2.865
cb,Vina,URU,Uruguay,3,1892,0.1,4.29,4.09,6.379,6.233,2.55,0.31,2.86,0.953
cb,Caceres S.,URU,Uruguay,2,1892,0.1,4.29,4.09,6.379,6.233,2.55,0.31,2.86,1.43
cb,Velazquez,PAR,Paraguay,1,1833,0.1,4.45,4.18,6.332,6.186,2.59,0.28,2.86,2.865
m,Rodriguez B.,URU,Uruguay,4,1892,0.1,4.29,4.09,6.379,6.984,2.86,0.0,2.86,0.714
m,Thorsby,NOR,Norway,3,1917,0.1,4.8,4.42,6.399,6.479,2.86,0.0,2.86,0.954
m,Flores M.,CAN,Canada,1,1793,0.1,4.67,4.38,6.299,6.432,2.82,0.0,2.82,2.815
cb,Halhal,MAR,Morocco,1,1822,0.1,4.28,4.08,6.323,6.229,2.54,0.26,2.8,2.804
gk,Hornicek,RCE,Czech Republic,1,1733,0.12,4.15,3.99,6.167,5.308,2.54,0.24,2.78,2.78
cb,Belammari,MAR,Morocco,1,1822,0.1,4.28,4.08,6.323,6.177,2.52,0.26,2.78,2.783
gk,Gordon C.,SCO,Scotland,1,1770,0.12,3.99,3.86,6.187,5.415,2.51,0.26,2.77,2.766
cb,Yousefi,IRN,Iran,1,1764,0.1,4.29,4.09,6.276,6.235,2.55,0.23,2.77,2.773
st,Moghanlou,IRN,Iran,1,1764,0.1,4.29,4.09,6.276,6.772,2.77,0.0,2.77,2.767
cb,Chaloupek,RCE,Czech Republic,1,1733,0.1,4.15,3.99,6.251,6.317,2.52,0.2,2.72,2.719
m,Shaffelburg,CAN,Canada,1,1793,0.1,4.67,4.38,6.299,6.222,2.72,0.0,2.72,2.723
gk,Beach,AUS,Australia,1,1775,0.12,3.9,3.76,6.19,5.43,2.45,0.26,2.71,2.707
m,Canobbio,URU,Uruguay,3,1892,0.1,4.29,4.09,6.379,6.616,2.71,0.0,2.71,0.902
m,Darida,RCE,Czech Republic,1,1733,0.1,4.15,3.99,6.251,6.803,2.71,0.0,2.71,2.712
m,Kaku,PAR,Paraguay,1,1833,0.1,4.45,4.18,6.332,6.464,2.7,0.0,2.7,2.704
m,Mauricio,PAR,Paraguay,1,1833,0.1,4.45,4.18,6.332,6.464,2.7,0.0,2.7,2.704
cb,Svoboda,AUT,Austria,1,1830,0.1,3.98,3.85,6.329,6.341,2.44,0.25,2.69,2.692
cb,Ramos,PAN,Panama,1,1733,0.1,3.81,3.71,6.251,6.677,2.48,0.19,2.66,2.663
cb,Mwene,AUT,Austria,1,1830,0.1,3.98,3.85,6.329,6.236,2.4,0.25,2.65,2.651
m,Visinsky,RCE,Czech Republic,1,1733,0.1,4.15,3.99,6.251,6.645,2.65,0.0,2.65,2.65
cb,Zeleny,RCE,Czech Republic,1,1733,0.1,4.15,3.99,6.251,6.128,2.44,0.2,2.64,2.644
cb,Mckenna,SCO,Scotland,2,1770,0.1,3.99,3.86,6.281,6.24,2.41,0.22,2.62,1.311
m,Diarra,SEN,Senegal,1,1866,0.1,4.39,4.13,6.358,6.352,2.62,0.0,2.62,2.624
m,Ciss,SEN,Senegal,1,1866,0.1,4.39,4.13,6.358,6.328,2.61,0.0,2.61,2.614
cb,Ralston,SCO,Scotland,1,1770,0.1,3.99,3.86,6.281,6.187,2.39,0.22,2.6,2.603
gk,Mosquera O.,PAN,Panama,1,1733,0.12,3.81,3.71,6.167,5.308,2.36,0.22,2.59,2.586
m,Ndiaye B.,SEN,Senegal,1,1866,0.1,4.39,4.13,6.358,6.281,2.59,0.0,2.59,2.595
cb,Hanley,SCO,Scotland,1,1770,0.1,3.99,3.86,6.281,6.135,2.37,0.22,2.58,2.582
cb,Souttar J.,SCO,Scotland,1,1770,0.1,3.99,3.86,6.281,6.135,2.37,0.22,2.58,2.582
m,Pellistri,URU,Uruguay,3,1892,0.1,4.29,4.09,6.379,6.302,2.58,0.0,2.58,0.859
m,Yassine,MAR,Morocco,3,1822,0.1,4.28,4.08,6.323,6.316,2.58,0.0,2.58,0.859
m,Torabi,IRN,Iran,1,1764,0.1,4.29,4.09,6.276,6.303,2.58,0.0,2.58,2.576
m,El Mourabet,MAR,Morocco,1,1822,0.1,4.28,4.08,6.323,6.292,2.57,0.0,2.57,2.567
m,Trezeguet,EGY,Egypt,1,1699,0.1,3.86,3.75,6.223,6.845,2.57,0.0,2.57,2.565
m,Curtis,SCO,Scotland,1,1770,0.1,3.99,3.86,6.281,6.623,2.55,0.0,2.55,2.554
m,Sojka,RCE,Czech Republic,1,1733,0.1,4.15,3.99,6.251,6.383,2.55,0.0,2.55,2.545
gk,Shobeir,EGY,Egypt,2,1699,0.12,3.86,3.75,6.149,5.21,2.34,0.2,2.54,1.272
cb,Herrington,AUS,Australia,1,1775,0.1,3.9,3.76,6.285,6.186,2.33,0.21,2.54,2.54
cb,Souttar,AUS,Australia,1,1775,0.1,3.9,3.76,6.285,6.191,2.33,0.21,2.54,2.542
m,Jahanbakhsh,IRN,Iran,1,1764,0.1,4.29,4.09,6.276,6.222,2.54,0.0,2.54,2.542
m,Razzaghinia,IRN,Iran,1,1764,0.1,4.29,4.09,6.276,6.198,2.53,0.0,2.53,2.533
m,Schopf,AUT,Austria,1,1830,0.1,3.98,3.85,6.329,6.514,2.51,0.0,2.51,2.505
gk,Fofana,CIV,Ivory Coast,2,1676,0.12,3.82,3.72,6.136,5.143,2.29,0.18,2.48,1.238
st,Tomas Rodriguez,PAN,Panama,1,1733,0.1,3.81,3.71,6.251,6.694,2.48,0.0,2.48,2.483
gk,Benbout,ALG,Algeria,1,1743,0.12,3.6,3.52,6.173,5.337,2.25,0.22,2.47,2.473
st,Diakite,CIV,Ivory Coast,1,1676,0.1,3.82,3.72,6.205,6.648,2.47,0.0,2.47,2.47
cb,Rabia,EGY,Egypt,1,1699,0.1,3.86,3.75,6.223,6.125,2.3,0.17,2.46,2.463
m,Prass,AUT,Austria,3,1830,0.1,3.98,3.85,6.329,6.409,2.46,0.0,2.46,0.822
m,Schlager X.,AUT,Austria,3,1830,0.1,3.98,3.85,6.329,6.409,2.46,0.0,2.46,0.822
m,Grillitsch,AUT,Austria,1,1830,0.1,3.98,3.85,6.329,6.409,2.46,0.0,2.46,2.465
m,Sochurek,RCE,Czech Republic,1,1733,0.1,4.15,3.99,6.251,6.173,2.46,0.0,2.46,2.461
cb,Farina,PAN,Panama,1,1733,0.1,3.81,3.71,6.251,6.105,2.26,0.19,2.45,2.45
cb,Gutierrez,PAN,Panama,1,1733,0.1,3.81,3.71,6.251,6.105,2.26,0.19,2.45,2.45
cb,Miller R.,PAN,Panama,1,1733,0.1,3.81,3.71,6.251,6.105,2.26,0.19,2.45,2.45
m,Ghedjemis,ALG,Algeria,2,1743,0.1,3.6,3.52,6.259,6.968,2.45,0.0,2.45,1.226
cb,Operi,CIV,Ivory Coast,2,1676,0.1,3.82,3.72,6.205,6.164,2.29,0.15,2.44,1.221
m,Mahrez,ALG,Algeria,2,1743,0.1,3.6,3.52,6.259,6.918,2.43,0.0,2.43,1.217
gk,Brady,USA,United States,1,1733,0.12,3.55,3.47,6.167,5.308,2.21,0.21,2.42,2.42
gk,Nordfeldt,SVE,Sweden,1,1714,0.12,3.6,3.52,6.157,5.253,2.22,0.2,2.42,2.42
m,Sabitzer,AUT,Austria,2,1830,0.1,3.98,3.85,6.329,6.304,2.42,0.0,2.42,1.212
m,Boulbina,ALG,Algeria,1,1743,0.1,3.6,3.52,6.259,6.863,2.42,0.0,2.42,2.415
m,Mclean,SCO,Scotland,1,1770,0.1,3.99,3.86,6.281,6.274,2.42,0.0,2.42,2.42
cb,Tougai,ALG,Algeria,1,1743,0.1,3.6,3.52,6.259,6.323,2.23,0.18,2.41,2.407
m,Alaba,AUT,Austria,2,1830,0.1,3.98,3.85,6.329,6.252,2.4,0.0,2.4,1.202
m,Toure,CIV,Ivory Coast,1,1676,0.1,3.82,3.72,6.205,6.389,2.37,0.0,2.37,2.374
m,Zendejas,USA,United States,3,1733,0.1,3.55,3.47,6.251,6.803,2.36,0.0,2.36,0.787
cb,Smith E.,SVE,Sweden,2,1714,0.1,3.6,3.52,6.235,6.194,2.18,0.17,2.35,1.174
cb,Chergui,ALG,Algeria,1,1743,0.1,3.6,3.52,6.259,6.165,2.17,0.18,2.35,2.352
st,Yanis,PAN,Panama,1,1733,0.1,3.81,3.71,6.251,6.327,2.35,0.0,2.35,2.347
gk,Nematov,UZB,Uzbekistan,1,1718,0.12,3.44,3.39,6.159,5.265,2.14,0.19,2.34,2.336
cb,Svensson,SVE,Sweden,2,1714,0.1,3.6,3.52,6.235,6.184,2.18,0.17,2.34,1.172
cb,Urozov,UZB,Uzbekistan,1,1718,0.1,3.44,3.39,6.239,6.367,2.16,0.16,2.32,2.32
cb,Trusty,USA,United States,2,1733,0.1,3.55,3.47,6.251,6.152,2.14,0.17,2.31,1.155
cb,Sema,SVE,Sweden,1,1714,0.1,3.6,3.52,6.235,6.089,2.15,0.17,2.31,2.311
m,Mahmic,BOS,Bosnia and Herzegovina,1,1591,0.1,3.63,3.56,6.136,6.478,2.3,0.0,2.3,2.304
m,Stroud,SVE,Sweden,1,1714,0.1,3.6,3.52,6.235,6.525,2.3,0.0,2.3,2.299
m,Seri,CIV,Ivory Coast,1,1676,0.1,3.82,3.72,6.205,6.127,2.28,0.0,2.28,2.277
m,Titraoui,ALG,Algeria,2,1743,0.1,3.6,3.52,6.259,6.444,2.27,0.0,2.27,1.134
cb,Radeljic,BOS,Bosnia and Herzegovina,1,1591,0.1,3.63,3.56,6.136,6.095,2.17,0.1,2.26,2.264
m,Taha Ali,SVE,Sweden,1,1714,0.1,3.6,3.52,6.235,6.42,2.26,0.0,2.26,2.262
cb,Ulmasaiev,UZB,Uzbekistan,1,1718,0.1,3.44,3.39,6.239,6.172,2.09,0.16,2.25,2.254
cb,Mujakic,BOS,Bosnia and Herzegovina,1,1591,0.1,3.63,3.56,6.136,5.99,2.13,0.1,2.23,2.227
m,Sunjic,BOS,Bosnia and Herzegovina,1,1591,0.1,3.63,3.56,6.136,6.268,2.23,0.0,2.23,2.229
m,Zeneli,SVE,Sweden,1,1714,0.1,3.6,3.52,6.235,6.315,2.22,0.0,2.22,2.225
gk,Hadzikic,BOS,Bosnia and Herzegovina,1,1591,0.12,3.63,3.56,6.091,4.897,2.09,0.12,2.21,2.206
m,Bentaleb,ALG,Algeria,1,1743,0.1,3.6,3.52,6.259,6.286,2.21,0.0,2.21,2.212
m,Khamdamov,UZB,Uzbekistan,1,1718,0.1,3.44,3.39,6.239,6.476,2.2,0.0,2.2,2.195
gk,Al-Fakhouri,GRD,Jordan,1,1685,0.12,3.3,3.27,6.141,5.169,2.03,0.17,2.19,2.191
cb,Badawi,GRD,Jordan,1,1685,0.1,3.3,3.27,6.212,6.066,1.98,0.14,2.12,2.119
cb,Haddad,GRD,Jordan,1,1685,0.1,3.3,3.27,6.212,6.066,1.98,0.14,2.12,2.119
m,Masharipov,UZB,Uzbekistan,1,1718,0.1,3.44,3.39,6.239,6.161,2.09,0.0,2.09,2.089
gk,Epolo,COD,DR Congo,1,1655,0.12,3.18,3.16,6.125,5.082,1.93,0.14,2.07,2.068
cb,Chikhaoui,TUN,Tunisia,1,1633,0.1,3.18,3.16,6.17,6.234,1.97,0.11,2.07,2.075
cb,Stopira,CPV,Cape Verde,1,1576,0.1,3.2,3.18,6.124,6.188,1.97,0.08,2.05,2.046
m,Rodrigues,CPV,Cape Verde,1,1576,0.1,3.2,3.18,6.124,6.462,2.05,0.0,2.05,2.055
cb,Neffati,TUN,Tunisia,1,1633,0.1,3.18,3.16,6.17,6.129,1.93,0.11,2.04,2.042
cb,Tuanzebe,COD,DR Congo,1,1655,0.1,3.18,3.16,6.188,6.094,1.92,0.12,2.04,2.043
gk,Ben Hessen,TUN,Tunisia,1,1633,0.12,3.18,3.16,6.113,5.018,1.9,0.13,2.03,2.029
cb,Kayembe J.,COD,DR Congo,1,1655,0.1,3.18,3.16,6.188,6.042,1.91,0.12,2.03,2.026
cb,Masuaku,COD,DR Congo,1,1655,0.1,3.18,3.16,6.188,6.042,1.91,0.12,2.03,2.026
cb,Rekik,TUN,Tunisia,1,1633,0.1,3.18,3.16,6.17,6.076,1.92,0.11,2.02,2.025
m,Varela H.,CPV,Cape Verde,1,1576,0.1,3.2,3.18,6.124,6.361,2.02,0.0,2.02,2.023
cb,Valery,TUN,Tunisia,1,1633,0.1,3.18,3.16,6.17,6.024,1.9,0.11,2.01,2.008
m,Khedira,TUN,Tunisia,1,1633,0.1,3.18,3.16,6.17,6.355,2.01,0.0,2.01,2.006
cb,Pires,CPV,Cape Verde,1,1576,0.1,3.2,3.18,6.124,6.03,1.92,0.08,2.0,1.996
cb,Pijnaker,NZL,New Zealand,1,1585,0.1,3.2,3.18,6.131,5.985,1.9,0.08,1.99,1.986
cb,Smith T.,NZL,New Zealand,1,1585,0.1,3.2,3.18,6.131,5.985,1.9,0.08,1.99,1.986
cb,Pina W.,CPV,Cape Verde,1,1576,0.1,3.2,3.18,6.124,5.978,1.9,0.08,1.98,1.98
st,Pierrot,HAI,Haiti,1,1532,0.1,3.03,3.03,6.088,6.533,1.98,0.0,1.98,1.976
gk,Paulsen,NZL,New Zealand,1,1585,0.12,3.2,3.18,6.087,4.879,1.86,0.1,1.96,1.962
cb,Lajami,SAU,Saudi Arabia,1,1566,0.1,3.18,3.16,6.116,5.97,1.89,0.07,1.96,1.961
cb,Thakri,SAU,Saudi Arabia,1,1566,0.1,3.18,3.16,6.116,5.97,1.89,0.07,1.96,1.961
gk,CJ Dos Santos,CPV,Cape Verde,1,1576,0.12,3.2,3.18,6.082,4.853,1.85,0.09,1.95,1.946
cb,Sebelebele,SAF,South Africa,1,1517,0.1,3.06,3.05,6.076,6.245,1.91,0.05,1.95,1.954
m,Pickel,COD,DR Congo,1,1655,0.1,3.18,3.16,6.188,6.163,1.95,0.0,1.95,1.946
m,Mukau,COD,DR Congo,1,1655,0.1,3.18,3.16,6.188,6.157,1.94,0.0,1.94,1.944
cb,Yahya A.,IRQ,Iraq,1,1608,0.1,3.02,3.02,6.15,6.109,1.84,0.09,1.93,1.934
m,Sadiki,COD,DR Congo,1,1655,0.1,3.18,3.16,6.188,6.11,1.93,0.0,1.93,1.929
gk,Al-Kassar,SAU,Saudi Arabia,1,1566,0.12,3.18,3.16,6.077,4.824,1.83,0.09,1.92,1.919
m,Semedo Y.,CPV,Cape Verde,1,1576,0.1,3.2,3.18,6.124,6.046,1.92,0.0,1.92,1.923
m,Boakye,GHA,Ghana,1,1503,0.1,3.03,3.02,6.065,6.302,1.91,0.0,1.91,1.906
gk,Hassan J.,IRQ,Iraq,1,1608,0.12,3.02,3.02,6.1,4.946,1.79,0.11,1.9,1.9
m,Ismail,IRQ,Iraq,1,1608,0.1,3.02,3.02,6.15,6.282,1.9,0.0,1.9,1.896
m,Jasim,IRQ,Iraq,1,1608,0.1,3.02,3.02,6.15,6.282,1.9,0.0,1.9,1.896
m,Kuwas,CUW,Curacao,1,1433,0.1,3.02,3.02,6.008,6.298,1.9,0.0,1.9,1.901
cb,Thermoncy,HAI,Haiti,1,1532,0.1,3.03,3.03,6.088,6.047,1.83,0.05,1.88,1.883
cb,Modiba,SAF,South Africa,1,1517,0.1,3.06,3.05,6.076,5.983,1.83,0.05,1.87,1.874
cb,Mudau,SAF,South Africa,1,1517,0.1,3.06,3.05,6.076,5.983,1.83,0.05,1.87,1.874
cb,Ndamane,SAF,South Africa,1,1517,0.1,3.06,3.05,6.076,5.93,1.81,0.05,1.86,1.858
cb,Paugain,HAI,Haiti,1,1532,0.1,3.03,3.03,6.088,5.966,1.8,0.05,1.86,1.858
cb,Sibisi,SAF,South Africa,1,1517,0.1,3.06,3.05,6.076,5.93,1.81,0.05,1.86,1.858
m,Jamshid,QAT,Qatar,1,1423,0.1,3.06,3.06,6.0,6.08,1.86,0.0,1.86,1.858
m,Bacuna L.,CUW,Curacao,1,1433,0.1,3.02,3.02,6.008,6.143,1.85,0.0,1.85,1.854
m,Sher,IRQ,Iraq,1,1608,0.1,3.02,3.02,6.15,6.125,1.85,0.0,1.85,1.848
cb,Oppong,GHA,Ghana,1,1503,0.1,3.03,3.02,6.065,5.971,1.81,0.04,1.84,1.845
cb,Mumin,GHA,Ghana,1,1503,0.1,3.03,3.02,6.065,5.919,1.79,0.04,1.83,1.829
cb,Seidu,GHA,Ghana,1,1503,0.1,3.03,3.02,6.065,5.919,1.79,0.04,1.83,1.829
m,Simon D.,HAI,Haiti,1,1532,0.1,3.03,3.03,6.088,6.063,1.83,0.0,1.83,1.834
m,Zwane,SAF,South Africa,1,1517,0.1,3.06,3.05,6.076,5.999,1.83,0.0,1.83,1.832
cb,Mendes,QAT,Qatar,1,1423,0.1,3.06,3.06,6.0,5.959,1.82,0.0,1.82,1.821
cb,Miguel,QAT,Qatar,1,1423,0.1,3.06,3.06,6.0,5.959,1.82,0.0,1.82,1.821
m,Martha,CUW,Curacao,1,1433,0.1,3.02,3.02,6.008,6.036,1.82,0.0,1.82,1.822
m,Sainte,HAI,Haiti,1,1532,0.1,3.03,3.03,6.088,6.011,1.82,0.0,1.82,1.818
m,Woodensky,HAI,Haiti,1,1532,0.1,3.03,3.03,6.088,6.011,1.82,0.0,1.82,1.818
cb,Obispo,CUW,Curacao,1,1433,0.1,3.02,3.02,6.008,5.967,1.8,0.0,1.81,1.806
m,Gaber,QAT,Qatar,1,1423,0.1,3.06,3.06,6.0,5.923,1.81,0.0,1.81,1.81
m,Hatim,QAT,Qatar,1,1423,0.1,3.06,3.06,6.0,5.923,1.81,0.0,1.81,1.81
m,Madibo,QAT,Qatar,1,1423,0.1,3.06,3.06,6.0,5.923,1.81,0.0,1.81,1.81
m,Roemeratoe,CUW,Curacao,1,1433,0.1,3.02,3.02,6.008,5.931,1.79,0.0,1.79,1.79
gk,Pierre,HAI,Haiti,1,1532,0.12,3.03,3.03,6.059,4.726,1.72,0.06,1.78,1.78
gk,Chaine,SAF,South Africa,1,1517,0.12,3.06,3.05,6.051,4.682,1.72,0.06,1.77,1.772
cb,Sambo,CUW,Curacao,1,1433,0.1,3.02,3.02,6.008,5.862,1.77,0.0,1.77,1.774
cb,Van Eijma,CUW,Curacao,1,1433,0.1,3.02,3.02,6.008,5.862,1.77,0.0,1.77,1.774
gk,Zigi,GHA,Ghana,2,1503,0.12,3.03,3.02,6.043,4.642,1.68,0.05,1.73,0.866
gk,Barsham,QAT,Qatar,1,1423,0.12,3.06,3.06,6.0,4.41,1.62,0.0,1.62,1.617
gk,Doornbusch,CUW,Curacao,1,1433,0.12,3.02,3.02,6.005,4.439,1.61,0.01,1.61,1.614
gk,Joan Garcia,SPA,Spain,1,2165,0.03,7.1,5.64,6.4,6.56,1.11,0.2,1.31,1.312
gk,Rulli,ARG,Argentina,1,2113,0.03,6.79,5.48,6.372,6.409,1.05,0.18,1.24,1.238
gk,Samba,FRA,France,1,2081,0.03,6.51,5.38,6.355,6.317,1.02,0.17,1.19,1.192
gk,Henderson D.,ING,England,2,2020,0.03,5.84,5.03,6.322,6.14,0.93,0.15,1.07,0.536
gk,Rui Silva,POR,Portugal,1,1984,0.03,5.4,4.81,6.302,6.036,0.87,0.13,1.0,1.001
gk,Weverton,BRA,Brazil,1,1988,0.03,5.35,4.76,6.305,6.047,0.86,0.13,0.99,0.993
gk,Flekken,OLA,Netherlands,1,1961,0.03,5.37,4.78,6.29,5.969,0.86,0.12,0.98,0.98
gk,Ospina,COL,Colombia,1,1977,0.03,5.3,4.75,6.299,6.015,0.86,0.13,0.98,0.984
gk,Valle,ECU,Ecuador,1,1935,0.03,5.12,4.65,6.276,5.894,0.82,0.12,0.94,0.937
